GeneratedOn,GeneratedBy,Id,AccountName,Amount,CloseDate,Name,OwnerEmail,StageName,Type
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Hoogaagu,20932,2006-10-13,"Hoogaagu, LG OFF 14",abir@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Henchman Limited,3527,2006-10-20,"Henchman Limited, SM OFF 14",tomas@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Endicott Investing,3896,2006-10-27,"Endicott Investing, SM OFC PROP 15",tomas@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Togu,3356,2006-10-27,"Togu, SM OFC PROP 14",meiying@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Juzuni,5277,2006-11-10,"Juzuni - SM OFF, $5277",winthrop@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,West Investors,38632,2006-11-10,"West Investors, Large Office Prop 26",giridhar@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronics App Networks,24143,2006-11-10,"Electronics App Networks - Large Office Prop, $24143",faiz@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Storage Tech,100276,2006-11-10,New Storage Tech / CORP OFF $100K,adrian@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronics Storage Incorporated,68462,2006-11-17,"Electronics Storage Incorporated, Corp Office Property Coverage 14",yarin@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,West River Supplies,30994,2006-12-01,"West River Supplies, Small Mfg Property Coverage 15",coraline@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Yasobu,1684,2006-12-01,"Yasobu, SM OFC PROP 7",duston@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Touch Tec,21105,2006-12-01,"New Touch Tec, Large Office 14",faiz@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronics Display Tech Inc.,81536,2006-12-01,"Electronics Display Tech Inc., CORP OFC PROP 16",adrian@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fremont Automotive,116563,2006-12-08,"Fremont Automotive, ACTV GAR 19",joy@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bowman Mill Supplies,159122,2006-12-08,Bowman Mill Supplies / Medium Mfg Prop $159K,airianna@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Churchyard Storage Materials,4916,2006-12-15,"Churchyard Storage Materials, SM OFF 20",elisha@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,West Concrete Parts,29031,2006-12-15,West Concrete Parts / SM MFG PROP $29K,coraline@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Westside Lumber Parts,28572,2006-12-22,"Westside Lumber Parts - SM MFG, $28572",devindar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,7th Motorcars Inc,87641,2006-12-29,"7th Motorcars Inc, ACTV GAR 14",airianna@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sports Therapeutics,13955,2007-01-05,"Sports Therapeutics, Small Healthcare Prop 7",airianna@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Coit Heavy Distribution,15377,2007-01-12,"Coit Heavy Distribution, Small Mfg Property Coverage 8",duston@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Arch Life Partners,26612,2007-01-12,"Arch Life Partners - SM HC, $26612",giridhar@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Pacific Bank LLC,111828,2007-01-19,"Pacific Bank LLC, Corp Office Property Coverage 23",giridhar@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Clara Tuning,87026,2007-01-19,Clara Tuning / Active Garage Prop $87K,yarin@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Churchyard Community,14130,2007-01-26,"Churchyard Community, SM HC 7",winthrop@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Mavooduu,88437,2007-01-26,"Mavooduu, Corp Office 17",airianna@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Merrywest Therapeutics,29411,2007-02-03,"Merrywest Therapeutics, SM HC 15",joy@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Rogers, Oster & Stewart Inc",115302,2007-02-10,"Rogers, Oster & Stewart Inc, CORP OFF 23",tomas@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Franklin Investing,21794,2007-02-10,"Franklin Investing, Large Office Prop 14",airianna@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Wood Wreckers Inc,16024,2007-02-10,East Wood Wreckers Inc / SM MFG PROP $16K,meiying@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Monte Vista Motors,131305,2007-02-24,"Monte Vista Motors - Active Garage Property Coverage, $131305",airianna@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Data Semiconductors Inc,22448,2007-02-24,"Jamaica Plain Data Semiconductors Inc, LG OFC PROP 15",airianna@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronic Media Tech,25381,2007-02-28,"Electronic Media Tech, Large Office Property Coverage 17",hammet@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Dapu,114600,2007-03-07,"Dapu - Corp Office, $114600",rod@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Newhall Glass Distribution,143563,2007-03-14,"Newhall Glass Distribution, Medium Mfg 21",kristen@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Doojaabaa Inc,81661,2007-03-28,"Doojaabaa Inc, Corp Office 17",winthrop@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Intercontinental Electrical,16788,2007-04-04,"Intercontinental Electrical, SM GAR 7",tomas@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Hunters Point Cement Parts,152056,2007-04-11,"Hunters Point Cement Parts, Medium Mfg Property Coverage 21",harper@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Landmark Display Group,1945,2007-04-11,"Landmark Display Group - Small Office, $1945",rod@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Brigham Information Optics,5786,2007-04-11,"Brigham Information Optics, Small Office 23",adrian@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,High Institute,55143,2007-04-18,High Institute / Small Healthcare Property Coverage $55K,stuart@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Beacon Hill Apps Worldwide,4561,2007-04-25,"Beacon Hill Apps Worldwide, SM OFF 19",coraline@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sunnyside Construction Incorporated,27662,2007-04-25,"Sunnyside Construction Incorporated - SM MFG, $27662",giridhar@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Foggy Fencing Wreckers,29651,2007-05-11,"Foggy Fencing Wreckers, Small Mfg 15",xiaodan@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Ash Net Computers,4672,2007-05-11,Ash Net Computers / SM OFC PROP $5K,xiaodan@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Electronics Display Tech Inc.,24936,2007-05-11,"Electronics Display Tech Inc., Large Office 16",abir@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Cyber Network Interactive,77122,2007-05-18,"Cyber Network Interactive - Corp Office Property Coverage, $77122",devindar@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Minna Motors,17184,2007-05-25,"Minna Motors, SM GAR 7",meiying@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,3rd Group,101578,2007-06-01,"3rd Group, Active Garage Property Coverage 17",giridhar@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,FiDi Info Mobile,77935,2007-06-08,"FiDi Info Mobile - CORP OFF, $77935",duston@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Seaport Net Optics,1798,2007-06-15,"Seaport Net Optics - Small Office, $1798",sherill@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Tehama Media Design,72862,2007-06-15,"Tehama Media Design, CORP OFC PROP 14",airianna@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Innes Steelworks Traders,26995,2007-06-15,"Innes Steelworks Traders, Small Mfg Prop 14",yarin@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Puuluu,20782,2007-06-15,"Puuluu, Large Office Property Coverage 14",hammet@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Innovative Storage Worldwide,68524,2007-07-06,"Innovative Storage Worldwide, Corp Office Prop 14",xiaodan@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,10th Products Inc,92961,2007-07-06,"10th Products Inc, Active Garage 15",kristen@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bayview Fencing Transportation,157406,2007-07-06,Bayview Fencing Transportation / MED MFG PROP $157K,abir@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Wiluu,34909,2007-07-13,"Wiluu, Large Office 24",coraline@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,North Hospital,30414,2007-07-27,North Hospital / Small Healthcare Property Coverage $30K,hammet@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Adaptive Touch Tech,68238,2007-07-27,"Adaptive Touch Tech, CORP OFC PROP 14",stuart@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bear State Investors,69117,2007-08-03,"Bear State Investors, CORP OFF 14",yarin@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Clara Tuning,86633,2007-08-03,Clara Tuning / ACTV GAR $87K,meiying@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bayview Wood Rentals,30216,2007-08-10,Bayview Wood Rentals / Small Mfg Property Coverage $30K,meiying@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Seaport Loans,3417,2007-09-01,"Seaport Loans, Small Office Prop 14",tomas@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Group,33975,2007-09-15,"East Group, Small Healthcare 17",abir@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Brookline Investments,1782,2007-09-22,Brookline Investments / Small Office $$1782,adrian@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,McBride Media Group,67086,2007-09-22,"McBride Media Group - CORP OFC PROP, $67086",abir@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Juzuni,110988,2007-10-05,Juzuni / Corp Office $111K,devindar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Luujaayi,2007,2007-10-12,"Luujaayi, Small Office 8",xiaodan@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SoMa Network Computers,21512,2007-10-12,"SoMa Network Computers, LG OFC PROP 14",harper@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Optimum Center LLC,28952,2007-10-12,"Optimum Center LLC, Small Healthcare Property Coverage 15",duston@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Federal Living LLC,31190,2007-10-19,Federal Living LLC / SM HC PROP $31K,faiz@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fog City Inc,1714,2007-10-26,"Fog City Inc - SM OFC PROP, $1714",tomas@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Northwest Steelworks Incorporated Inc.,16487,2007-11-09,"Northwest Steelworks Incorporated Inc., SM MFG PROP 8",yarin@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Juuboopo,22750,2007-11-09,"Juuboopo - Large Office, $22750",hammet@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Harrison Brakes,18302,2007-11-16,"Harrison Brakes - SM GAR, $18302",harper@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Seaport Bank Inc,2007,2007-11-16,"Seaport Bank Inc - Small Office Property Coverage, $2007",winthrop@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,MIT Storage Optical,22236,2007-12-07,MIT Storage Optical / Large Office $22K,meiying@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Howard Info Technologies,3524,2007-12-14,"Howard Info Technologies, Small Office Property Coverage 14",kristen@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Charter Investments,5185,2007-12-21,"Charter Investments - SM OFC PROP, $5185",hammet@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Muulu,1793,2007-12-21,"Muulu, SM OFC PROP 7",abir@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South End Lenders,3386,2007-12-28,South End Lenders / SM OFC PROP $3K,rod@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fairfax Mountain International Inc,29123,2007-12-28,"Fairfax Mountain International Inc - SM MFG PROP, $29123",faiz@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Franklin Investing,69191,2008-01-04,"Franklin Investing - Corp Office Prop, $69191",xiaodan@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Data Semiconductors Inc,3744,2008-01-04,"Jamaica Plain Data Semiconductors Inc, SM OFC PROP 15",airianna@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Kamo,97636,2008-01-04,"Kamo, Corp Office Prop 20",rod@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Northwest Metal Machines,27284,2008-02-02,Northwest Metal Machines / Small Mfg Property Coverage $27K,duston@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Innovative Storage Worldwide,72137,2008-02-02,"Innovative Storage Worldwide, CORP OFC PROP 14",giridhar@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,F&F Motorcars,16963,2008-02-09,F&F Motorcars / SM GAR PROP $17K,airianna@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Seaport Resources,1801,2008-02-09,"Seaport Resources, Small Office Property Coverage 7",devindar@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Innovative Storage Interactive,1672,2008-02-16,"Innovative Storage Interactive - Small Office Prop, $1672",yarin@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Ladder Limited,1819,2008-02-23,"Ladder Limited, SM OFC PROP 7",harper@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Mason Net Associates,83551,2008-03-20,Mason Net Associates / Corp Office Property Coverage $84K,giridhar@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Inter App Semiconductors,27875,2008-03-20,"Inter App Semiconductors, Large Office 18",faiz@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Seaport Accountants Brothers,1990,2008-03-20,Seaport Accountants Brothers / SM OFF $$1990,winthrop@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Institute,42601,2008-04-03,"Financial Institute, Small Healthcare Prop 22",abir@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Juuboopo,23547,2008-04-17,"Juuboopo, Large Office Property Coverage 15",hammet@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,NooPaaCoo,29436,2008-04-24,"NooPaaCoo, LG OFC PROP 20",kristen@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Accel Transmissions,17107,2008-04-24,Accel Transmissions / Small Garage Property Coverage $17K,abir@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct,27826,2008-05-09,"Financial Distrct, Large Office 18",faiz@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Golden Gate Bridge Iron Wreckers,30356,2008-05-23,"Golden Gate Bridge Iron Wreckers - SM MFG, $30356",yarin@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Harvard Square Laboratories,31353,2008-06-13,Harvard Square Laboratories / Small Healthcare Prop $31K,rod@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Optimum Center LLC,28959,2008-06-13,"Optimum Center LLC, SM HC 15",devindar@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Foggy Fencing Wreckers,30429,2008-06-20,"Foggy Fencing Wreckers, SM MFG PROP 15",devindar@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Kirsch, Crawford & Himmel",20789,2008-06-20,"Kirsch, Crawford & Himmel, Large Office Property Coverage 14",harper@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Brentley, Eggers & Lee Attorneys",5463,2008-06-27,"Brentley, Eggers & Lee Attorneys, SM OFF 23",devindar@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Paabuu Inc,39246,2008-07-18,Paabuu Inc / Large Office Property Coverage $39K,devindar@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,MM Mountain Rentals,37755,2008-07-18,"MM Mountain Rentals - Small Mfg Property Coverage, $37755",hammet@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Alliance Services,42817,2008-07-25,"Alliance Services - Small Healthcare Prop, $42817",yarin@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Cyber Information Research,3663,2008-08-01,Cyber Information Research / Small Office Property Coverage $4K,devindar@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,YaBeeCa,20128,2008-08-08,"YaBeeCa - Large Office Property Coverage, $20128",stuart@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Woopaa,3534,2008-08-08,"Woopaa, SM OFC PROP 14",joy@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Distrct Lending,20060,2008-08-15,Financial Distrct Lending / Large Office Prop $20K,elisha@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Hunters Point Cliff Fabrication,36284,2008-08-15,"Hunters Point Cliff Fabrication - Small Mfg Prop, $36284",harper@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,N Net Materials,5294,2008-08-22,"N Net Materials, SM OFF 21",faiz@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,West Coast Bank,3345,2008-08-29,West Coast Bank / SM OFF $3K,stuart@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Doctors,31105,2008-08-29,"East Doctors, Small Healthcare Property Coverage 15",hammet@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial District LLP,70694,2008-09-06,"Financial District LLP - Corp Office Property Coverage, $70694",tomas@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SoMa Network Semiconductors,1902,2008-09-06,"SoMa Network Semiconductors, SM OFF 8",tomas@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Minna Motors,17991,2008-09-13,Minna Motors / Small Garage Property Coverage $18K,xiaodan@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,HuMuZa,3845,2008-09-13,HuMuZa / Small Office $4K,harper@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,N Net Materials,109675,2008-09-20,"N Net Materials, CORP OFF 21",elisha@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Franklin Investing,3470,2008-09-20,"Franklin Investing, SM OFF 14",harper@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fofoova,23131,2008-10-31,Fofoova / Large Office Property Coverage $23K,devindar@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South Iron Materials,34746,2008-11-07,South Iron Materials / Small Mfg Property Coverage $35K,stuart@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Salutation Forecasting,20532,2008-11-21,"Salutation Forecasting - LG OFF, $20532",kristen@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Romaa,70008,2008-11-28,"Romaa, CORP OFC PROP 14",sherill@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Schulz, Garfield & Parker LLP",1784,2008-11-28,"Schulz, Garfield & Parker LLP, Small Office Property Coverage 7",adrian@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial District LLP,3401,2008-12-05,"Financial District LLP - Small Office Prop, $3401",rod@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,FiDo,3380,2008-12-05,FiDo / SM OFC PROP $3K,meiying@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Prosperity Advisers Inc,1731,2008-12-12,"Prosperity Advisers Inc, SM OFC PROP 7",winthrop@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bell & West,21483,2008-12-19,"Bell & West - Large Office, $21483",devindar@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,MM Mountain Rentals,36820,2008-12-26,"MM Mountain Rentals, Small Mfg 19",devindar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Cal Network Solutions,1761,2009-01-02,"Cal Network Solutions - SM OFF, $1761",adrian@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Accent Bankers,4465,2009-01-02,"Accent Bankers - SM OFC PROP, $4465",airianna@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Everett Data Group,2078,2009-01-02,Everett Data Group / Small Office $2K,stuart@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Duujeebee Inc,88302,2009-01-09,"Duujeebee Inc, Corp Office Prop 17",elisha@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Adaptive Data Materials,21794,2009-01-16,"Adaptive Data Materials - LG OFF, $21794",rod@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sunshine Aero Rentals,161048,2009-01-30,"Sunshine Aero Rentals, Medium Mfg Prop 24",abir@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Clementina Data Solutions,66682,2009-02-14,"Clementina Data Solutions, Corp Office Prop 14",harper@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Yerba Buena LLP Inc,2072,2009-02-28,"Yerba Buena LLP Inc, Small Office Prop 8",xiaodan@alta-insurance.com,Needs Analysis,New Business
